"Class","Manufacturer","carline name","displ","cyl","trans","drv","bidx","cty","hwy","cmb","ucty","uhwy","ucmb","fl","G","T","S","2pv","2lv","4pv","4lv","hpv","hlv","fcost","eng dscr","trans dscr","vpc","cls"
"SUBCOMPACT CARS","VOLKSWAGEN","CABRIO",2,4,"Auto(L4)","F",1,23,29,25,25.18,37.29,29.49,"R",,,,82,8,,,,,900,,"CLKUP",2,3
"SUBCOMPACT CARS","VOLKSWAGEN","CABRIO",2,4,"Manual(M5)","F",1,24,31,27,27.03,39.78,31.59,"R",,,,82,8,,,,,832,,,2,3
"SUBCOMPACT CARS","VOLKSWAGEN","NEW BEETLE",1.8,4,"Manual(M6)","F",22,23,30,26,25.5,38.7,30.12,"P",,"T",,,,,,85,12,953,,,5,3
"SUBCOMPACT CARS","VOLKSWAGEN","NEW BEETLE",1.8,4,"Auto(L4)","F",12,23,29,25,25.3,37.8,29.72,"P",,"T",,,,,,85,12,990,,"CLKUP",5,3
"SUBCOMPACT CARS","VOLKSWAGEN","NEW BEETLE",1.8,4,"Manual(M5)","F",12,24,31,27,26.96,39.12,31.34,"P",,"T",,,,,,85,12,916,,,5,3
"SUBCOMPACT CARS","VOLKSWAGEN","NEW BEETLE",1.9,4,"Auto(L4)","F",3,34,44,38,38.1,55.9,44.47,"D",,"T",,,,,,85,12,572,,"CLKUP",2,3
"SUBCOMPACT CARS","VOLKSWAGEN","NEW BEETLE",1.9,4,"Manual(M5)","F",3,42,49,45,46.54,62.79,52.68,"D",,"T",,,,,,85,12,483,,,2,3
"SUBCOMPACT CARS","VOLKSWAGEN","NEW BEETLE",2,4,"Auto(L4)","F",1,23,29,25,25.18,37.29,29.49,"R",,,,,,,,85,12,900,,"CLKUP",2,3
"SUBCOMPACT CARS","VOLKSWAGEN","NEW BEETLE",2,4,"Manual(M5)","F",1,24,31,27,27.03,39.78,31.59,"R",,,,,,,,85,12,832,,,2,3
"SUBCOMPACT CARS","VOLVO","C70 CONVERTIBLE",2.3,5,"Auto(L5)","F",2,20,26,22,21.9,33.1,25.83,"P",,"T",,88,8,,,,,1126,,"CLKUP",4,3
"SUBCOMPACT CARS","VOLVO","C70 CONVERTIBLE",2.3,5,"Manual(M5)","F",2,21,27,23,22.9,34.7,27.04,"P",,"T",,88,8,,,,,1077,,,4,3
"SUBCOMPACT CARS","VOLVO","C70 CONVERTIBLE",2.4,5,"Auto(L5)","F",1,20,27,23,22.6,35.2,26.94,"P",,"T",,88,8,,,,,1077,,"CLKUP",4,3
"COMPACT CARS","ACURA","3.2CL",3.2,6,"Auto(S5)","F",70,19,29,23,21.67,37.37,26.72,"P",,,,90,14,,,,,1077,"SOHC-VTEC","2MODE",4,4
"COMPACT CARS","AUDI","A4",1.8,4,"Auto(AV)","F",19,20,29,23,22.54,36.93,27.33,"P",,"T",,,,90,13,,,1077,,,5,4
"COMPACT CARS","AUDI","A4",1.8,4,"Manual(M5)","F",19,22,31,25,24.6,40.1,29.78,"P",,"T",,,,90,13,,,990,,,5,4
"COMPACT CARS","AUDI","A4",3,6,"Auto(AV)","F",20,19,27,22,20.58,34.33,25.1,"P",,,,,,90,13,,,1126,,,5,4
"COMPACT CARS","AUDI","A4 QUATTRO",1.8,4,"Auto(L5)",4,19,19,28,22,21.39,35.97,26.16,"P",,"T",,,,90,13,,,1126,,"CMODE",5,4
"COMPACT CARS","AUDI","A4 QUATTRO",1.8,4,"Manual(M5)",4,19,21,29,24,23.16,36.9,27.82,"P",,"T",,,,90,13,,,1032,,,5,4
"COMPACT CARS","AUDI","A4 QUATTRO",3,6,"Auto(L5)",4,20,17,25,20,19.18,32.37,23.49,"P",,,,,,90,13,,,1238,,"CMODE",5,4
"COMPACT CARS","AUDI","A4 QUATTRO",3,6,"Manual(M6)",4,20,18,25,20,19.48,31.99,23.64,"P",,,,,,90,13,,,1238,,,5,4
"COMPACT CARS","AUDI","S4",2.7,6,"Manual(M6)",4,14,17,23,20,19.17,30.04,22.9,"P",,"T",,,,88,14,,,1238,,,5,4
"COMPACT CARS","AUDI","S4",2.7,6,"Auto(S5)",4,14,17,24,20,19.1,30.27,22.9,"P",,"T",,,,88,14,,,1238,,"CLKUP",5,4
"COMPACT CARS","BMW","325I",2.5,6,"Manual(M5)","R",25,20,29,24,22.64,37.64,27.59,"P",,,,,,91,11,,,1032,,,4,4
"COMPACT CARS","BMW","325I",2.5,6,"Auto(S5)","R",25,19,27,22,21.36,34.02,25.66,"P",,,,,,91,11,,,1126,,"3MODE",4,4
"COMPACT CARS","BMW","325XI",2.5,6,"Manual(M5)",4,25,19,27,22,21.6,34.7,26.02,"P",,,,,,91,11,,,1126,,,4,4
"COMPACT CARS","BMW","325XI",2.5,6,"Auto(S5)",4,25,19,26,21,20.82,32.7,24.88,"P",,,,,,91,11,,,1178,,"3MODE",4,4
"COMPACT CARS","BMW","330I",3,6,"Auto(L5)","R",30,19,27,22,21.34,34.72,25.82,"P",,,,,,91,11,,,1126,,"3MODE",4,4
"COMPACT CARS","BMW","330I",3,6,"Manual(M5)","R",30,21,30,24,23.1,38.1,28.07,"P",,,,,,91,11,,,1032,,,4,4
"COMPACT CARS","BMW","330XI",3,6,"Auto(L5)",4,30,17,25,20,19.37,31.69,23.48,"P",,,,,,91,11,,,1238,,"3MODE",4,4
"COMPACT CARS","BMW","330XI",3,6,"Manual(M5)",4,30,20,27,23,22,34.9,26.39,"P",,,,,,91,11,,,1077,,,4,4
"COMPACT CARS","BMW","525I",2.5,6,"Manual(M5)","R",25,20,29,24,22.64,37.64,27.59,"P",,,,,,93,11,,,1032,,,4,4
"COMPACT CARS","BMW","525I",2.5,6,"Auto(S5)","R",25,19,27,22,21.36,34.02,25.66,"P",,,,,,93,11,,,1126,,"3MODE",4,4
"COMPACT CARS","BMW","530I",3,6,"Auto(L5)","R",30,18,26,21,19.92,33.39,24.34,"P",,,,,,93,11,,,1178,,"3MODE",4,4
"COMPACT CARS","BMW","530I",3,6,"Manual(M5)","R",30,21,30,24,23.1,38.1,28.07,"P",,,,,,93,11,,,1032,,,4,4
"COMPACT CARS","BMW","540I",4.4,8,"Auto(L5)","R",44,18,24,20,20,30.9,23.77,"P",,,,,,93,11,,,1238,,,4,4
"COMPACT CARS","BMW","540I",4.4,8,"Manual(M6)","R",44,15,23,18,17.2,29.15,21.09,"P","G",,,,,93,11,,,1376,"GUZZLER",,4,4
"COMPACT CARS","BMW","540I",4.4,8,"Auto(S5)","R",44,15,21,17,17.11,26.84,20.45,"P","G",,,,,93,11,,,1455,"GUZZLER","3MODE",4,4
"COMPACT CARS","BMW","M5",4.9,8,"Manual(M6)","R",49,13,21,16,14.95,26.5,18.6,"P","G",,,,,93,11,,,1547,"GUZZLER",,4,4
"COMPACT CARS","CHEVROLET","CAVALIER",2.2,4,"Auto(L4)","F",120,24,32,27,26.4,41.5,31.57,"R",,,,87,13,92,13,,,832,,"CLKUP",2,4
"COMPACT CARS","CHEVROLET","CAVALIER",2.2,4,"Auto(L4)","F",126,24,32,27,26.5,41.5,31.65,"R",,,,87,13,92,13,,,832,"4 VALVE","CLKUP",4,4
"COMPACT CARS","CHEVROLET","CAVALIER",2.2,4,"Manual(M5)","F",127,25,33,28,27.7,41.8,32.66,"R",,,,87,13,92,13,,,803,"4 VALVE","SIL",4,4
"COMPACT CARS","CHEVROLET","CAVALIER",2.2,4,"Manual(M5)","F",115,24,33,27,26.31,42.46,31.74,"R",,,,87,13,92,13,,,832,,"SIL",2,4
"COMPACT CARS","CHEVROLET","CAVALIER",2.4,4,"Auto(L4)","F",121,21,28,24,23.1,36,27.54,"R",,,,87,13,92,13,,,938,,"CLKUP",4,4
"COMPACT CARS","CHEVROLET","CAVALIER",2.4,4,"Manual(M5)","F",122,22,32,25,24.2,40.6,29.58,"R",,,,87,13,92,13,,,900,,"SIL",4,4
"COMPACT CARS","CHEVROLET","PRIZM",1.8,4,"Auto(L3)","F",1,29,33,31,31.8,42.8,35.96,"R",,,,,,88,12,,,727,,,4,4
"COMPACT CARS","CHEVROLET","PRIZM",1.8,4,"Auto(L4)","F",1,30,40,34,33.6,51.6,39.86,"R",,,,,,88,12,,,662,,"CLKUP",4,4
"COMPACT CARS","CHEVROLET","PRIZM",1.8,4,"Manual(M5)","F",1,32,41,35,35.62,52.28,41.58,"R",,,,,,88,12,,,644,,,4,4
"COMPACT CARS","CHRYSLER","SEBRING",2.4,4,"Auto(L4)","F",26,21,28,24,23.3,35.8,27.64,"R",,,,86,16,,,,,938,"SOHC","CMODE CLKUP",4,4
"COMPACT CARS","CHRYSLER","SEBRING",2.4,4,"Manual(M5)","F",26,22,29,25,24.4,37.2,28.87,"R",,,,86,16,,,,,900,"SOHC",,4,4
"COMPACT CARS","CHRYSLER","SEBRING",3,6,"Auto(L4)","F",27,20,28,23,22,35.8,26.62,"R",,,,86,16,,,,,979,"SOHC","CMODE CLKUP",4,4
"COMPACT CARS","CHRYSLER","SEBRING",3,6,"Manual(M5)","F",27,20,29,23,22.3,36.6,27.06,"R",,,,86,16,,,,,979,"SOHC",,4,4
"COMPACT CARS","CHRYSLER","SEBRING",3,6,"Auto(S4)","F",27,20,28,23,21.9,35.8,26.54,"R",,,,86,16,,,,,979,"SOHC","2MODE CLKUP",4,4
"COMPACT CARS","CHRYSLER","SEBRING CONVERTIBLE",2.4,4,"Auto(L4)","F",21,21,30,24,23.5,37.9,28.35,"R",,,,,,90,11,,,938,,"CLKUP",4,4
"COMPACT CARS","CHRYSLER","SEBRING CONVERTIBLE",2.7,6,"Auto(L4)","F",30,20,27,22,21.9,34.1,26.1,"R",,,,,,90,11,,,1024,,"CLKUP",4,4
"COMPACT CARS","CHRYSLER","SEBRING CONVERTIBLE",2.7,6,"Auto(S4)","F",30,19,27,22,21.5,34,25.76,"R",,,,,,90,11,,,1024,,"VMODE CLKUP",4,4
"COMPACT CARS","DAEWOO","LANOS",1.6,4,"Auto(A4)","F",29,22,32,26,24.94,41.66,30.44,"R",,,,91,11,91,11,91,12,866,"SOHC-IL4","EMS",2,4
"COMPACT CARS","DAEWOO","LANOS",1.6,4,"Manual(M5)","F",29,25,35,28,27.45,44.54,33.18,"R",,,,91,11,91,11,91,12,803,"SOHC-IL4",,2,4
"COMPACT CARS","DAEWOO","LANOS",1.5,4,"Auto(A4)","F",19,24,37,28,26.5,46.8,32.93,"R",,,,91,11,91,11,91,12,803,"SOHC-IL4","EMS",2,4
"COMPACT CARS","DAEWOO","LANOS",1.5,4,"Manual(M5)","F",19,26,36,30,29.1,45.8,34.81,"R",,,,91,11,91,11,91,12,749,"SOHC-IL4",,2,4
"COMPACT CARS","DAEWOO","NUBIRA",2,4,"Auto(A4)","F",49,22,31,25,24.2,39.65,29.34,"R",,,,,,91,12,91,11,900,"DOHC-IL4","EMS",2,4
"COMPACT CARS","DAEWOO","NUBIRA",2,4,"Manual(M5)","F",49,22,31,25,24.55,39.98,30.71,"R",,,,,,91,12,91,11,900,"DOHC-IL4",,2,4
"COMPACT CARS","DODGE","NEON",2,4,"Auto(L4)","F",10,24,31,27,26.9,40.1,31.58,"R",,,,,,90,13,,,832,,"CLKUP",4,4
"COMPACT CARS","DODGE","NEON",2,4,"Manual(M5)","F",15,28,34,30,31.17,42.99,35.57,"R",,,,,,90,13,,,749,,,4,4
"COMPACT CARS","DODGE","STRATUS",2.4,4,"Auto(L4)","F",26,21,28,24,23.3,35.8,27.64,"R",,,,86,16,,,,,938,"SOHC","CMODE CLKUP",4,4
"COMPACT CARS","DODGE","STRATUS",2.4,4,"Manual(M5)","F",26,22,29,25,24.4,37.2,28.87,"R",,,,86,16,,,,,900,"SOHC",,4,4
"COMPACT CARS","DODGE","STRATUS",3,6,"Auto(L4)","F",27,20,28,23,22,35.8,26.62,"R",,,,86,16,,,,,979,"SOHC","CMODE CLKUP",4,4
"COMPACT CARS","DODGE","STRATUS",3,6,"Manual(M5)","F",27,20,29,23,22.3,36.6,27.06,"R",,,,86,16,,,,,979,"SOHC",,4,4
"COMPACT CARS","DODGE","STRATUS",3,6,"Auto(S4)","F",27,20,28,23,21.9,35.8,26.54,"R",,,,86,16,,,,,979,"SOHC","2MODE CLKUP",4,4
"COMPACT CARS","FORD","ESCORT",2,4,"Auto(L4)","F",154,26,35,29,28.9,44.4,34.29,"R",,,,,,87,13,,,776,,"CLKUP",2,4
"COMPACT CARS","FORD","FOCUS",2,4,"Auto(L4)","F",125,26,32,28,28.8,40.7,33.16,"R",,,,,,95,9,95,21,803,"4-Valve","CLKUP",4,4
"COMPACT CARS","FORD","FOCUS",2,4,"Auto(L4)","F",129,26,32,28,28.9,40.87,33.29,"R",,,,,,95,9,95,21,803,,"CLKUP",2,4
"COMPACT CARS","FORD","FOCUS",2,4,"Manual(M5)","F",133,28,36,31,31.5,45.85,36.66,"R",,,,,,95,9,95,21,727,"2-Valve",,2,4
"COMPACT CARS","FORD","FOCUS",2,4,"Manual(M5)","F",131,25,34,29,28.2,43.5,33.5,"R",,,,,,95,9,95,21,776,"4-Valve",,4,4
"COMPACT CARS","HONDA","CIVIC",1.7,4,"Auto(AV)","F",15,30,34,32,33.2,43.9,37.29,"C",,,,,,91,7,,,655,"CNG",,4,4
"COMPACT CARS","HONDA","CIVIC",1.7,4,"Auto(L4)","F",10,31,38,34,33.9,49.3,39.44,"R",,,,86,13,91,13,85,16,662,"SOHC-VTEC",,4,4
"COMPACT CARS","HONDA","CIVIC",1.7,4,"Auto(L4)","F",5,30,38,33,33.01,48.24,38.48,"R",,,,86,13,91,13,85,16,682,,,4,4
"COMPACT CARS","HONDA","CIVIC",1.7,4,"Manual(M5)","F",5,33,39,36,36.7,50.3,41.78,"R",,,,86,13,91,13,85,16,626,,,4,4
"COMPACT CARS","HONDA","CIVIC",1.7,4,"Manual(M5)","F",10,32,37,34,35,46.9,39.51,"R",,,,86,13,91,13,85,16,662,"SOHC-VTEC",,4,4
"COMPACT CARS","HONDA","CIVIC",2,4,"Manual(M5)","F",33,26,30,28,29,39,32.78,"R",,,,86,13,91,13,85,16,803,,,4,4
"COMPACT CARS","HYUNDAI","ACCENT/BRIO",1.5,4,"Auto(L4)","F",4,25,35,29,27.8,44.8,33.52,"R",,,,,,89,12,,,776,,"2MODE CLKUP",3,4
"COMPACT CARS","HYUNDAI","ACCENT/BRIO",1.5,4,"Manual(M5)","F",4,28,36,31,31.4,45.9,36.6,"R",,,,,,89,12,,,727,,,3,4
"COMPACT CARS","HYUNDAI","ACCENT/BRIO",1.6,4,"Auto(L4)","F",5,25,35,29,27.7,45.2,33.54,"R",,,,,,89,12,,,776,,"2MODE CLKUP",4,4
"COMPACT CARS","HYUNDAI","ACCENT/BRIO",1.6,4,"Manual(M5)","F",5,27,37,31,29.9,47.6,35.91,"R",,,,,,89,12,,,727,,,4,4
"COMPACT CARS","HYUNDAI","ELANTRA",2,4,"Auto(L4)","F",1,24,33,28,27.1,42.4,32.35,"R",,,,,,95,13,,,803,,"CLKUP",4,4
"COMPACT CARS","HYUNDAI","ELANTRA",2,4,"Manual(M5)","F",1,25,33,28,27.25,42.56,32.51,"R",,,,,,95,13,,,803,,,4,4
"COMPACT CARS","INFINITI","G20",2,4,"Auto(L4)","F",13,23,30,26,25.55,39,30.24,"R",,,,,,91,14,,,866,,"CLKUP",4,4
"COMPACT CARS","INFINITI","G20",2,4,"Manual(M5)","F",13,24,31,27,26.2,40.1,31.04,"R",,,,,,91,14,,,832,,,4,4
"COMPACT CARS","JAGUAR","JAGUAR X-TYPE",2.5,6,"Auto(L5)",4,114,19,26,22,20.95,33.55,25.21,"P",,,,,,90,16,,,1126,,"EMS 2MODE CLKUP",4,4
"COMPACT CARS","JAGUAR","JAGUAR X-TYPE",2.5,6,"Manual(M5)",4,110,19,28,22,21.6,35.3,26.17,"P",,,,,,90,16,,,1126,,,4,4
"COMPACT CARS","JAGUAR","JAGUAR X-TYPE",3,6,"Auto(L5)",4,115,18,25,21,19.85,32.65,24.1,"P",,,,,,90,16,,,1178,,"EMS 2MODE CLKUP",4,4
"COMPACT CARS","JAGUAR","JAGUAR X-TYPE",3,6,"Manual(M5)",4,111,18,28,22,20.3,35.3,25.1,"P",,,,,,90,16,,,1126,,,4,4
"COMPACT CARS","JAGUAR","JAGUAR XJ SPORT",4,8,"Auto(L5)","R",220,17,24,20,19.01,30.35,22.85,"P",,,,,,93,13,,,1238,,"2MODE",4,4
"COMPACT CARS","JAGUAR","JAGUAR XJ8",4,8,"Auto(L5)","R",220,17,24,20,19.01,30.35,22.85,"P",,,,,,93,13,,,1238,,"2MODE",4,4
"COMPACT CARS","JAGUAR","JAGUAR XJR",4,8,"Auto(L5)","R",41,16,22,18,17.69,27.6,21.11,"P","G",,"S",,,93,13,,,1376,"GUZZLER","2MODE",4,4
"COMPACT CARS","KIA","KIA RIO",1.5,4,"Auto(L4)","F",1,25,30,27,28.1,38.3,31.93,"R",,,,,,,,88,20,832,,"2MODE CLKUP",4,4
"COMPACT CARS","KIA","KIA RIO",1.5,4,"Manual(M5)","F",1,27,32,29,29.5,41,33.76,"R",,,,,,,,88,20,776,,,4,4
"COMPACT CARS","KIA","KIA SPECTRA",1.8,4,"Auto(L4)","F",3,22,30,25,23.9,38,28.69,"R",,,,,,93,10,93,14,900,,"2MODE CLKUP",4,4
"COMPACT CARS","KIA","KIA SPECTRA",1.8,4,"Manual(M5)","F",3,24,32,27,26.2,40.6,31.18,"R",,,,,,93,10,93,14,832,,,4,4
"COMPACT CARS","LEXUS","IS 300",3,6,"Manual(M5)","R",4,18,25,21,19.93,32.02,24.01,"P",,,,,,89,11,89,22,1178,,,4,4
"COMPACT CARS","LEXUS","IS 300",3,6,"Auto(S5)","R",4,18,25,20,19.97,31.49,23.9,"P",,,,,,89,11,89,22,1238,,"2MODE CLKUP",4,4
"COMPACT CARS","LINCOLN-MERCURY","COUGAR",2,4,"Manual(M5)","F",250,23,34,27,26,43.4,31.72,"R",,,,87,14,,,,,832,,,4,4
"COMPACT CARS","LINCOLN-MERCURY","COUGAR",2.5,6,"Auto(L4)","F",252,20,29,23,22.05,36.79,26.9,"R",,,,87,14,,,,,979,,"CLKUP",4,4
"COMPACT CARS","LINCOLN-MERCURY","COUGAR",2.5,6,"Manual(M5)","F",254,21,30,24,22.9,38.2,27.93,"R",,,,87,14,,,,,938,,,4,4
"COMPACT CARS","MAZDA","MILLENIA",2.3,6,"Auto(L4)","F",3,20,28,22,21.7,35.3,26.25,"P",,,"S",,,92,13,,,1126,,"CLKUP",4,4
"COMPACT CARS","MAZDA","MILLENIA",2.5,6,"Auto(L4)","F",4,20,27,22,21.7,34,25.92,"P",,,,,,92,13,,,1126,,"CLKUP",4,4
"COMPACT CARS","MAZDA","PROTEGE/PROTEGE 5",2,4,"Auto(L4)","F",1,25,30,27,27.4,38.5,31.48,"R",,,,,,93,13,93,20,832,,"CLKUP",4,4
"COMPACT CARS","MAZDA","PROTEGE/PROTEGE 5",2,4,"Manual(M5)","F",1,25,31,27,27.8,39.3,32.02,"R",,,,,,93,13,93,20,832,,,4,4
"COMPACT CARS","MERCEDES-BENZ","C230 KOMPRESSOR",2.3,4,"Auto(L5)","R",747,21,28,24,23.62,36.15,27.99,"P",,,"S",,,,,85,16,1032,,"EMS 2MODE CLKUP",4,4
"COMPACT CARS","MERCEDES-BENZ","C230 KOMPRESSOR",2.3,4,"Manual(M6)","R",747,19,29,22,21.2,36.87,26.21,"P",,,"S",,,,,85,16,1126,,"EMS",4,4
"COMPACT CARS","MERCEDES-BENZ","C240",2.6,6,"Auto(L5)","R",61,19,26,22,21.65,32.86,25.58,"P",,,,,,89,12,,,1126,,"EMS 2MODE CLKUP",3,4
"COMPACT CARS","MERCEDES-BENZ","C240",2.6,6,"Manual(M6)","R",61,17,26,20,18.99,33.76,23.65,"P",,,,,,89,12,,,1238,,"EMS",3,4
"COMPACT CARS","MERCEDES-BENZ","C32 AMG",3.2,6,"Auto(L5)","R",65,17,22,19,18.7,28.7,22.18,"P","G",,"S",,,89,12,,,1302,"GUZZLER","EMS 2MODE CLKUP",3,4
"COMPACT CARS","MERCEDES-BENZ","C320",3.2,6,"Auto(L5)","R",64,19,25,22,21.46,32.34,25.29,"P",,,,,,89,12,,,1126,,"EMS 2MODE CLKUP",3,4
"COMPACT CARS","MERCEDES-BENZ","CL500",5,8,"Auto(L5)","R",375,16,23,19,17.92,29.42,21.74,"P","G",,,88,12,,,,,1302,"GUZZLER","EMS 2MODE CLKUP",3,4
"COMPACT CARS","MERCEDES-BENZ","CL55 AMG",5.4,8,"Auto(L5)","R",373,16,22,18,17.9,28.2,21.42,"P","G",,,88,12,,,,,1376,"GUZZLER","EMS 2MODE CLKUP",3,4
"COMPACT CARS","MERCEDES-BENZ","CL600",5.8,12,"Auto(L5)","R",378,15,22,17,16.3,28.51,20.19,"P","G",,,88,12,,,,,1455,"GUZZLER","EMS 2MODE CLKUP",3,4
"COMPACT CARS","MITSUBISHI","LANCER",1.6,4,"Auto(L4)","F",15,24,29,26,27.2,37,30.88,"R",,,,,,94,11,,,866,"SOHC","CMODE CLKUP",4,4
"COMPACT CARS","MITSUBISHI","LANCER",1.6,4,"Manual(M5)","F",15,28,33,30,30.8,42.3,35.09,"R",,,,,,94,11,,,749,"SOHC",,4,4
"COMPACT CARS","MITSUBISHI","LANCER",2,4,"Auto(L4)","F",16,24,30,26,26.52,38.33,30.79,"R",,,,,,94,11,,,866,"SOHC","CMODE CLKUP",4,4
"COMPACT CARS","MITSUBISHI","LANCER",2,4,"Manual(M5)","F",16,26,33,28,28.67,41.73,33.37,"R",,,,,,94,11,,,803,"SOHC",,4,4
"COMPACT CARS","NISSAN","SENTRA",2.5,4,"Auto(L4)","F",11,23,28,25,25.05,35.4,28.85,"R",,,,,,88,12,,,900,,"CLKUP",4,4
"COMPACT CARS","NISSAN","SENTRA",2.5,4,"Manual(M5)","F",11,24,29,26,26.2,37.3,30.25,"R",,,,,,88,12,,,866,,,4,4
"COMPACT CARS","NISSAN","SENTRA",2.5,4,"Manual(M6)","F",11,22,28,24,24.3,36.2,28.52,"R",,,,,,88,12,,,938,,,4,4
"COMPACT CARS","NISSAN","SENTRA",1.8,4,"Auto(L4)","F",1,27,33,30,30.4,42.9,34.99,"R",,,,,,88,12,,,749,,"CLKUP",4,4
"COMPACT CARS","NISSAN","SENTRA",1.8,4,"Manual(M5)","F",1,27,35,31,30.5,45.5,35.81,"R",,,,,,88,12,,,727,,,4,4
"COMPACT CARS","OLDSMOBILE","ALERO",2.2,4,"Auto(L4)","F",126,24,32,27,26.5,41.67,31.69,"R",,,,93,14,91,14,,,832,"4 VALVE","CLKUP",4,4
"COMPACT CARS","OLDSMOBILE","ALERO",2.2,4,"Manual(M5)","F",127,25,33,28,27.7,41.8,32.66,"R",,,,93,14,91,14,,,803,"4 VALVE","SIL",4,4
"COMPACT CARS","OLDSMOBILE","ALERO",3.4,6,"Auto(L4)","F",110,20,29,23,23.7,41,29.25,"R",,,,93,14,91,14,,,979,,"CLKUP",2,4
"COMPACT CARS","PONTIAC","GRAND AM",2.2,4,"Auto(L4)","F",126,24,32,27,26.5,41.5,31.65,"R",,,,92,14,90,14,,,832,"4 VALVE","CLKUP",4,4
"COMPACT CARS","PONTIAC","GRAND AM",2.2,4,"Manual(M5)","F",127,25,33,28,27.7,41.8,32.66,"R",,,,92,14,90,14,,,803,"4 VALVE","SIL",4,4
"COMPACT CARS","PONTIAC","GRAND AM",3.4,6,"Auto(L4)","F",110,20,29,23,23.7,41,29.25,"R",,,,92,14,90,14,,,979,,"CLKUP",2,4
"COMPACT CARS","PONTIAC","SUNFIRE",2.2,4,"Auto(L4)","F",120,24,32,27,26.4,41.5,31.57,"R",,,,87,12,92,13,,,832,,"CLKUP",2,4
"COMPACT CARS","PONTIAC","SUNFIRE",2.2,4,"Auto(L4)","F",126,24,32,27,26.5,41.5,31.65,"R",,,,87,12,92,13,,,832,"4 VALVE","CLKUP",4,4
"COMPACT CARS","PONTIAC","SUNFIRE",2.2,4,"Manual(M5)","F",127,25,33,28,27.7,41.8,32.66,"R",,,,87,12,92,13,,,803,"4 VALVE","SIL",4,4
"COMPACT CARS","PONTIAC","SUNFIRE",2.2,4,"Manual(M5)","F",115,23,33,27,26,41.9,31.35,"R",,,,87,12,92,13,,,832,,"SIL",2,4
"COMPACT CARS","PONTIAC","SUNFIRE",2.4,4,"Auto(L4)","F",121,21,28,24,23.1,36,27.54,"R",,,,87,12,92,13,,,938,,"CLKUP",4,4
"COMPACT CARS","PONTIAC","SUNFIRE",2.4,4,"Manual(M5)","F",122,22,32,25,24.2,40.6,29.58,"R",,,,87,12,92,13,,,900,,"SIL",4,4
"COMPACT CARS","SATURN","SL",1.9,4,"Auto(L4)","F",117,27,37,31,30.2,47.3,36.07,"R",,,,,,91,12,,,727,"SOHC","CLKUP",2,4
"COMPACT CARS","SATURN","SL",1.9,4,"Auto(L4)","F",124,25,36,29,28.12,45.57,33.98,"R",,,,,,91,12,,,776,"DOHC","CLKUP",4,4
"COMPACT CARS","SATURN","SL",1.9,4,"Manual(M5)","F",123,27,38,31,29.9,48.4,36.11,"R",,,,,,91,12,,,727,"DOHC","SIL",4,4
"COMPACT CARS","SATURN","SL",1.9,4,"Manual(M5)","F",116,29,40,33,32.1,51.5,38.65,"R",,,,,,91,12,,,682,,"SIL",2,4
"COMPACT CARS","SUBARU","LEGACY AWD",2.5,4,"Manual(M5)",4,20,21,27,23,23.3,34.48,27.28,"R",,,,,,91,12,,,979,,,4,4
"COMPACT CARS","SUBARU","LEGACY AWD (incl. Outback)",2.5,4,"Auto(L4)",4,20,22,27,24,24.26,34.51,28,"R",,,,,,91,12,,,938,,"CLKUP",4,4
"COMPACT CARS","SUBARU","LEGACY AWD (incl. Outback)",3,6,"Auto(L4)",4,30,20,26,22,21.67,33.49,25.76,"P",,,,,,91,12,,,1126,,"CLKUP",4,4
"COMPACT CARS","SUZUKI","AERIO",2,4,"Auto(L4)","F",42,26,31,28,28.68,39.75,32.79,"R",,,,,,90,15,91,13,803,,"CLKUP",4,4
"COMPACT CARS","SUZUKI","AERIO",2,4,"Manual(M5)","F",41,26,33,29,29.23,42.2,33.92,"R",,,,,,90,15,91,13,776,,,4,4
"COMPACT CARS","TOYOTA","CAMRY SOLARA",2.4,4,"Auto(L4)","F",6,23,32,27,26,40.8,31.07,"R",,,,92,14,,,,,832,,"CLKUP",4,4
"COMPACT CARS","TOYOTA","CAMRY SOLARA",2.4,4,"Manual(M5)","F",6,24,33,27,26.8,42.4,32.12,"R",,,,92,14,,,,,832,,,4,4
"COMPACT CARS","TOYOTA","CAMRY SOLARA",3,6,"Auto(L4)","F",8,20,27,22,21.7,34.2,25.97,"R",,,,92,14,,,,,1024,,"CLKUP",4,4
"COMPACT CARS","TOYOTA","CAMRY SOLARA",3,6,"Manual(M5)","F",8,20,27,22,21.7,34.9,26.15,"R",,,,92,14,,,,,1024,,,4,4
"COMPACT CARS","TOYOTA","COROLLA",1.8,4,"Auto(L3)","F",2,29,33,31,31.8,42.8,35.96,"R",,,,,,88,12,,,727,,,4,4
"COMPACT CARS","TOYOTA","COROLLA",1.8,4,"Auto(L4)","F",2,30,39,34,33.5,50.4,39.45,"R",,,,,,88,12,,,662,,"CLKUP",4,4
"COMPACT CARS","TOYOTA","COROLLA",1.8,4,"Manual(M5)","F",2,32,41,36,35.92,51.98,41.72,"R",,,,,,88,12,,,626,,,4,4
"COMPACT CARS","TOYOTA","ECHO",1.5,4,"Auto(L4)","F",16,32,38,35,35.6,49.1,40.63,"R",,,,88,14,88,14,,,644,,"CLKUP",4,4
"COMPACT CARS","TOYOTA","ECHO",1.5,4,"Manual(M5)","F",16,34,41,37,38.09,52.34,43.41,"R",,,,88,14,88,14,,,608,,,4,4
